0.2858,0.1571,0.0059
0.2812,0.1538,0.0013
0.2848,0.1546,0.0027
0.2813,0.1544,0.0084
0.2815,0.1596,0.0030
0.2805,0.1548,0.0066
0.2852,0.1529,0.0008
0.2814,0.1534,0.0085
0.2847,0.1541,0.0027
0.2797,0.1597,0.0048
0.2795,0.1521,0.0071
0.2815,0.1560,0.0024
0.2773,0.1550,0.0053
0.2809,0.1574,0.0039
0.2866,0.1549,0.0038
0.2814,0.1501,0.0077
0.2816,0.1561,0.0011
0.2832,0.1516,0.0030
0.2853,0.1528,0.0003
0.2837,0.1633,0.0042
